City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
398,kajaani,64.2273,27.7285,23.05,93,100,5.75,1675325646
399,synya,65.3718,58.0387,22.57,94,98,9.06,1675325647
400,lazaro cardenas,17.9583,-102.2,70.65,69,0,4.79,1675325648
401,husavik,66.0449,-17.3389,23.32,86,100,11.99,1675325649
402,moerai,-22.4333,-151.3333,79.32,81,16,13.96,1675325650
403,lebanon,36.2081,-86.2911,33.49,95,100,3.04,1675325650
404,eyl,7.9803,49.8164,81.27,51,11,18.39,1675325651
405,pacific grove,36.6177,-121.9166,44.65,89,0,4.61,1675325652
406,gouyave,12.1646,-61.7296,75.65,65,0,14.05,1675325653
407,san andres,12.5847,-81.7006,80.62,69,40,12.66,1675325654
408,ohara,35.25,140.3833,46.26,36,100,4.34,1675325655
409,tapejara,-28.0681,-52.0139,63.79,95,0,4.05,1675325656
410,fethiye,36.6217,29.1164,48.07,33,0,6.67,1675325657
411,kununurra,-15.7667,128.7333,91.38,52,69,11.5,1675325658
412,pueblo nuevo,23.3833,-105.3833,42.91,85,37,3.02,1675325658
413,ngunguru,-35.6167,174.5,69.84,96,100,15.7,1675325659
414,morgan city,29.6994,-91.2068,54.01,100,100,6.91,1675325660
415,kungurtug,50.5994,97.5228,12.07,87,22,1.01,1675325661
416,quatre cocos,-20.2078,57.7625,86.11,72,10,10.8,1675325662
417,pingliang,35.5392,106.6861,42.51,31,0,6.73,1675325663
418,yenagoa,4.9247,6.2642,83.48,71,22,2.75,1675325666
419,hirara,24.8,125.2833,69.66,83,75,19.57,1675325668
420,bera,24.0833,89.6167,76.53,32,77,8.1,1675325669
421,gweru,-19.45,29.8167,75.13,60,80,3.58,1675325670
422,cabo san lucas,22.8909,-109.9124,64.51,70,80,5.01,1675325671
423,fortuna,40.5982,-124.1573,47.32,66,0,1.01,1675325672
424,babaeski,41.4325,27.0931,44.19,57,13,6.11,1675325674
425,fraga,41.5229,0.3489,32.58,88,0,3.58,1675325674
426,madaripur,23.1753,90.2072,81.88,18,82,10.69,1675325675
427,puerto escondido,15.85,-97.0667,75.78,66,0,5.23,1675325675
428,half moon bay,37.4636,-122.4286,49.33,66,0,0.0,1675325676
429,ponta do sol,32.6667,-17.1,61.43,51,88,9.93,1675325677
430,tabas,33.5959,56.9244,55.62,67,0,2.3,1675325677
431,havelock,34.8791,-76.9013,41.94,89,100,10.36,1675325596
432,dunedin,-45.8742,170.5036,74.8,52,100,7.0,1675325678
433,obera,-27.4871,-55.1199,69.28,68,18,1.19,1675325678
434,algeciras,36.1333,-5.4505,55.08,76,20,16.11,1675325679
435,takoradi,4.8845,-1.7554,81.05,79,0,4.36,1675325680
436,kavaratti,10.5669,72.642,80.8,73,100,6.96,1675325680
437,naze,28.3667,129.4833,58.12,66,70,12.93,1675325681
438,port shepstone,-30.7414,30.455,77.56,71,39,11.74,1675325681
439,techiman,7.5862,-1.9414,73.8,80,11,3.87,1675325682
440,wencheng,33.0559,113.7978,40.59,36,100,6.76,1675325682
441,arman,59.7,150.1667,10.02,97,98,4.85,1675325683
442,sovetskaya,44.7769,41.1722,32.72,97,100,7.02,1675325683
443,palencia,42.4167,-4.5,29.1,74,2,6.08,1675325684
444,zhangye,38.9342,100.4517,38.08,28,43,7.43,1675325684
445,fonseca,10.8861,-72.8487,68.22,91,25,2.24,1675325685
446,steamboat springs,40.485,-106.8317,12.7,92,0,0.0,1675325526
447,adre,13.4667,22.2,74.41,17,3,19.26,1675325686
448,merrill,45.1805,-89.6835,11.97,80,0,4.61,1675325686
449,huancavelica,-12.7667,-74.9833,37.99,97,100,2.46,1675325687
450,dhidhdhoo,6.8833,73.1,80.31,72,100,12.12,1675325567
451,leh,34.1667,77.5833,19.87,54,100,1.34,1675325688
452,bubaque,11.2833,-15.8333,76.69,45,4,17.58,1675325689
453,grand gaube,-20.0064,57.6608,86.4,77,1,12.35,1675325690
454,rio gallegos,-51.6226,-69.2181,55.45,62,0,10.36,1675325691
455,cienfuegos,22.1461,-80.4356,71.74,88,6,6.91,1675325691
456,murray,40.6669,-111.888,24.91,78,0,3.44,1675325692
457,karaton,-6.3424,106.1045,85.32,58,79,7.52,1675325692
458,buala,-8.145,159.5921,80.49,82,80,7.2,1675325693
459,plettenberg bay,-34.0527,23.3716,72.39,61,15,4.14,1675325694
460,dutlwe,-23.9833,23.9,72.01,73,88,11.12,1675325694
461,shubarkuduk,49.1447,56.4872,20.44,78,10,10.02,1675325695
462,gizo,-8.103,156.8419,83.3,75,92,10.98,1675325695
463,beloha,-25.1667,45.05,85.44,52,20,10.96,1675325696
464,agadez,19.75,10.25,56.55,25,42,6.46,1675325697
465,biak,-0.9131,122.8766,77.22,82,100,3.11,1675325697
466,bushehr,28.9684,50.8385,64.49,88,100,9.22,1675325698
467,pemba,-12.974,40.5178,86.7,74,75,11.5,1675325698
468,yelan-koleno,51.1523,41.2306,30.54,92,100,9.24,1675325699
469,avera,33.194,-82.5271,56.71,83,100,3.06,1675325699
470,ganzhou,28.8184,115.4327,44.04,60,100,8.01,1675325700
471,yantal,56.8471,105.2542,11.12,92,100,5.73,1675325541
472,astaneh-ye ashrafiyeh,37.2596,49.9444,51.73,52,10,2.8,1675325701
473,ottumwa,41.02,-92.4113,27.9,66,0,10.36,1675325702
474,maningrida,-12.0667,134.2667,85.87,75,100,13.6,1675325703
475,la suiza,9.8524,-83.6133,68.54,88,25,2.59,1675325704
476,margate,51.3813,1.3862,44.69,83,44,4.0,1675325202
477,guaranda,-1.6,-79.0,54.07,92,100,2.84,1675325706
478,grindavik,63.8424,-22.4338,37.87,87,100,29.93,1675325156
479,dickinson,29.4608,-95.0513,42.98,92,100,9.22,1675325477
480,stettler,52.3168,-112.7186,-2.25,97,93,6.53,1675325711
481,palauig,15.435,119.9045,83.46,71,18,6.08,1675325712
482,dukat,62.55,155.55,-14.87,92,30,3.0,1675325714
483,joao pinheiro,-17.7425,-46.1725,65.3,80,71,2.37,1675325714
484,kardla,58.9978,22.7492,34.05,64,40,18.41,1675325715
485,pangai,-19.8,-174.35,81.5,78,100,11.1,1675325718
486,tessalit,20.1986,1.0114,65.98,14,78,3.15,1675325719
487,burns lake,54.2331,-125.7533,20.14,95,100,3.49,1675325720
488,san cristobal,7.7669,-72.225,59.58,85,8,1.3,1675325721
489,vila franca do campo,37.7167,-25.4333,55.81,85,77,9.15,1675325212
490,pullman,46.7313,-117.1796,32.23,57,0,15.01,1675325723
491,ambovombe,-25.1667,46.0833,80.06,65,45,15.7,1675325724
492,ibb,13.9667,44.1833,70.86,36,14,4.03,1675325474
493,cadillac,44.2519,-85.4012,19.31,79,40,9.22,1675325537
494,otukpo,7.1913,8.1329,82.53,65,6,4.88,1675325728
495,antofagasta,-23.65,-70.4,67.28,87,49,3.62,1675325729
496,tanout,14.9709,8.8879,67.57,13,8,18.86,1675325730
497,brejo da madre de deus,-8.1458,-36.3711,65.03,97,79,2.39,1675325731
498,yairipok,24.6667,94.0667,82.26,18,5,2.21,1675325732
499,cancun,21.1743,-86.8466,75.13,88,40,9.22,1675325471
500,buraydah,26.326,43.975,59.45,33,0,11.92,1675325734
501,caucaia,-3.7361,-38.6531,80.55,83,75,11.5,1675325734
502,albanel,48.8832,-72.4487,3.58,93,95,3.94,1675325735
503,sola,-13.8833,167.55,82.58,69,99,3.27,1675325736
504,olafsvik,64.8945,-23.7142,33.01,97,100,27.38,1675325170
505,wajima,37.4,136.9,34.48,69,75,2.3,1675325736
506,matamoros,25.5333,-103.25,54.86,56,68,2.39,1675325737
507,kang,-23.6752,22.7876,79.27,52,76,10.58,1675325738
508,ilulissat,69.2167,-51.1,6.82,51,100,5.75,1675325738
509,jaciara,-15.9653,-54.9683,69.13,94,74,1.83,1675325739
510,mapiri,-15.25,-68.1667,65.17,99,99,1.36,1675325739
511,wilkes-barre,41.2459,-75.8813,25.02,77,0,0.0,1675325740
512,esperance,-33.8667,121.9,67.8,73,68,15.46,1675325740
513,narsaq,60.9167,-46.05,17.82,96,100,1.3,1675325741
514,rayevskaya,44.8319,37.5556,34.72,64,46,8.28,1675325741
515,bowen,-20.0167,148.2333,83.73,82,99,13.42,1675325742
516,hryshkivtsi,49.9353,28.6038,32.83,92,100,9.1,1675325743
517,flinders,-34.5833,150.8552,84.18,76,69,4.0,1675325743
518,tual,-5.6667,132.75,83.89,72,98,9.93,1675325744
519,urumqi,43.801,87.6005,11.35,73,34,2.24,1675325744
520,sabang,5.8933,95.3214,81.5,75,100,12.93,1675325745
521,dapaong,10.8639,0.205,78.6,15,64,8.25,1675325746
522,mariveles,14.4833,120.4833,84.16,64,6,13.94,1675325746
523,odweyne,9.4092,45.064,78.57,27,6,2.24,1675325747
524,koronowo,53.3137,17.937,37.53,100,100,13.09,1675325747
525,amga,60.8953,131.9608,-16.4,100,100,1.21,1675325748
526,iturama,-19.7281,-50.1956,70.65,87,100,4.14,1675325748
527,lethbridge,49.7,-112.8186,7.72,89,100,8.5,1675325436
528,homer,59.6425,-151.5483,33.67,93,100,8.01,1675325573
529,autazes,-3.5797,-59.1306,70.9,97,98,3.09,1675325750
530,sayyan,15.1718,44.3244,67.32,17,5,3.18,1675325750
531,taoudenni,22.6783,-3.9836,53.85,24,95,13.04,1675325751
532,cap malheureux,-19.9842,57.6142,81.41,76,1,12.5,1675325751
533,gigmoto,13.7796,124.39,80.11,85,93,11.5,1675325752
534,nabire,-3.3667,135.4833,81.1,81,100,2.98,1675325752
535,semnan,35.5729,53.3971,44.51,48,0,4.5,1675325753
536,masuguru,-11.3667,38.4167,84.43,71,44,2.44,1675325754
537,erenhot,43.6475,111.9767,20.39,23,100,2.8,1675325159
538,hervey bay,-25.2986,152.8535,80.78,83,51,7.36,1675325754
539,neiva,2.9273,-75.2819,74.71,64,99,2.06,1675325755
540,raymond,43.9015,-70.4703,18.28,87,32,3.53,1675325756
541,requena,39.4883,-1.1004,37.26,73,0,4.21,1675325756
542,gull lake,50.1001,-108.4847,-10.01,95,29,3.53,1675325757
543,wloclawek,52.6482,19.0678,36.52,97,100,14.63,1675325758
544,los llanos de aridane,28.6585,-17.9182,53.35,72,20,9.22,1675325758
545,tanete,-3.9443,119.7848,80.04,86,98,9.51,1675325759
546,ossora,59.2353,163.0719,11.3,85,100,6.69,1675325759
547,vysokogornyy,50.1167,139.15,-10.79,98,100,4.03,1675325760
548,buchanan,5.8808,-10.0467,78.01,87,37,3.33,1675325760
549,oga,46.4631,10.347,32.54,94,76,6.13,1675325761
550,tendukheda,23.4,79.55,77.38,13,52,6.13,1675325762
551,abha,18.2164,42.5053,62.42,55,20,18.41,1675325763
